Created_at,Tweet,Retweet_count,Favourite_count,User,Followers,Location,Tweet_polarity,Category
2023-01-07 21:01:00+00:00,"From our Friday, Day 1 coverage: ""He told me if I tried to commit him, he would commit suicide by police,"" Carol Me http",1,0,scj,28322,"Sioux City, Iowa",1,PC
2023-01-08 02:37:01+00:00,NORTH SIOUX CITY -- Isaac Bruns poured in 30 points to lead the top-ranked Dakota Valley boys past Sergeant Bluff-L http,0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-08 02:32:02+00:00,2022 was a banner year for movies.  http,0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-08 02:04:02+00:00,"The council has already approved agreements of the same length with North Sioux City, Sergeant Bluff and Dakota Dun http",0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-08 01:08:02+00:00,An offensive lineman from an NCAA Division II program who had committed to play for Virginia is Iowa's latest find http,0,1,scj,28322,"Sioux City, Iowa",0,PC
2023-01-08 00:58:02+00:00,"VERMILLION, S.D. -- North Dakota State outscored South Dakota 9-1 in the final two minutes to pull out a 79-76 win http",0,1,scj,28322,"Sioux City, Iowa",0,PC
2023-01-08 00:31:04+00:00,"Attitudes toward abortion have changed over the centuries, often evolving alongside political and historical moment http",0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-07 23:30:02+00:00,Here's a look at some of today's trending topics for Jan. 7. http,0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-07 23:05:02+00:00,"On the latest On Iowa Politics podcast: The circus that was the election of the next U.S. House Speaker, how Iowa's http",0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-07 22:51:02+00:00,FrontPageBets looks to three of the top playmakers in the NFL for this week's top props. http,0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-07 22:46:02+00:00,"When a collection of bugs floating in specimen bottles outgrew his laboratory, Robert Fisher moved them into an aba http",0,0,scj,28322,"Sioux City, Iowa",1,PC
2023-01-07 22:41:02+00:00,IOWA AT RUTGERS http,0,0,scj,28322,"Sioux City, Iowa",1,PC
2023-01-07 22:36:02+00:00,"HARRISBURG, S.D. -- Brooklyn Stanley recorded 18 points, six rebounds and four steals to lead Bishop Heelan to a 50 http",0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-07 22:31:00+00:00,"For in-depth, locally focused journalism, consider a digital subscription to the Sioux City Journal http",0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-07 22:01:01+00:00,From the most-recent issue of Siouxland Life Magazine: Jessye Barker started working gig jobs in 2017 when Uber cam http,0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-07 22:00:09+00:00,PHOTOS: West Sioux Invitational wrestling http,0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-07 21:31:00+00:00,"From Friday: Goyne-Yarns, 26, of Jackson, Minnesota, shot Shelby Woizeschke on Feb. 3 in the parking lot at GrapeTr http",0,0,scj,28322,"Sioux City, Iowa",2,PC
2023-01-07 21:25:04+00:00,FrontPageBets breaks down the national championship game between the Bulldogs and Horned Frogs. http,0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-07 21:01:00+00:00,"From our Friday, Day 1 coverage: ""He told me if I tried to commit him, he would commit suicide by police,"" Carol Me http",1,0,scj,28322,"Sioux City, Iowa",1,PC
2023-01-07 20:46:02+00:00,Click here to vote in the Journal's daily reader poll. http,0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-07 20:41:00+00:00,"Journal Movie Critic Bruce Miller says the new Whitney Houston biopic, ""I Wanna Dance With Somebody"" is too ""glossy http",0,0,scj,28322,"Sioux City, Iowa",0,PC
2023-01-07 06:56:03+00:00,A security guard linked to the killing of a first year Karatina University student tried to commit suicide before h http,2,3,Copskenya,1186,kenya,2,SI
2023-01-07 07:18:47+00:00,"This photo explains how some people make poor decisions in life.

The lion chose sex over food while the zebra chos http",20,105,Copskenya,1186,kenya,1,SI
2023-01-07 07:07:55+00:00,Police arrested the man who hacked his two Children to death has been arrested in Kisii County. Its heartbreaking http,0,1,Copskenya,1186,kenya,2,SI
2023-01-07 06:57:40+00:00,"RT @user If you have passion about something nothing prevents you from doing it. This is us during training.

Edwin chiloba LGBTQ #",4,0,Copskenya,1186,kenya,0,SI
2023-01-07 06:56:03+00:00,A security guard linked to the killing of a first year Karatina University student tried to commit suicide before h http,2,3,Copskenya,1186,kenya,2,SI
2023-01-07 06:54:27+00:00,Three armed robbers attempted to rob a businessman at Kolongei center in Matumbei ward in Endebess constituency lea http,0,1,Copskenya,1186,kenya,2,SI
2023-01-06 13:08:43+00:00,"Wife of Bungoma man claims husband is real Jesus, performs miracles. He turned water into tea at a recent wedding http",2,7,Copskenya,1186,kenya,0,SI
2023-01-06 12:50:26+00:00,Police in kiambu continue their illicit liquor crackdown after they raided an amateur manufacturing plant in Kiambu http,4,4,Copskenya,1186,kenya,2,SI
2023-01-06 12:43:37+00:00,@user  kazi ya ni kulinda gate si kupiga alarm,0,0,Copskenya,1186,kenya,2,SI
2023-01-06 11:51:47+00:00,"Police at Awendo area, Migori County have arrested Calvince Otieno Odhiambo who has been  impersonating as ICT CS E http",0,1,Copskenya,1186,kenya,2,SI
2023-01-06 11:34:22+00:00,RT @user DIG Gabow also prompted them to embrace the modern management principles taught throughout the training period to match the a,2,0,Copskenya,1186,kenya,0,SI
2023-01-06 11:34:13+00:00,"RT @user The DIG, who was accompanied by Unit Commandants and APS HQ's Senior Staff, urged the recruits to follow the rule of law as t",2,0,Copskenya,1186,kenya,0,SI
2023-01-06 11:34:08+00:00,"RT @user The DIG @user Mr. Noor Gabow CBS, OGW, has today overseen the full dress passing out parade rehearsals for the Administra",22,0,Copskenya,1186,kenya,0,SI
2023-01-06 09:56:46+00:00,RT @user Desperation in Marsabit as herders feed livestock cardboard boxes to prevent them from eating plastic. http,8,0,Copskenya,1186,kenya,2,SI
2023-01-06 09:46:03+00:00,"Hand over crime suspects over to police officers instead of lynching them 

#CopsKenya
https://t.co/RJju30eAnZ #",0,0,Copskenya,1186,kenya,1,SI
2023-01-06 09:30:33+00:00,The IG is presiding  over the rehearsal for the Recruits Passing Out Parade. This is Mr. Koome's first Parade as th http,1,3,Copskenya,1186,kenya,0,SI
2023-01-06 09:30:32+00:00,"THE INSPECTOR'S GENERAL  RECRUITS FULL DRESS REHEARSAL PARADE AT KIGANJO

The Inspector General of the National Po http",1,6,Copskenya,1186,kenya,0,SI
2023-01-06 09:24:57+00:00,RT @user The IG is presiding  over the rehearsal for the Recruits Passing Out Parade. This is Mr. Koome's first Parade as the IG,9,0,Copskenya,1186,kenya,0,SI
2023-01-06 09:24:39+00:00,"RT @user THE INSPECTOR'S GENERAL  RECRUITS FULL DRESS REHEARSAL PARADE AT KIGANJO

The Inspector General of the National Police",29,0,Copskenya,1186,kenya,2,SI
2023-01-06 09:00:51+00:00,"RT @user I agree with president Ruto that IPOA @user is the most useless body in Kenya,how were Kenyans being killed in their hundre",1,0,Copskenya,1186,kenya,2,SI
2023-01-06 08:51:17+00:00,"RT @user The East African Community Regional Force (EACRF) troops led by the Contingent Commander Colonel Daniel Rotich on Wednesday, 4",59,0,Copskenya,1186,kenya,0,SI
2023-01-07 02:34:20+00:00,"tw suicide

// no way my mom jsut tried to killherslef Srs right before my birthday too... http",0,0,ursnakegf,101,mod is a miner,2,SC
2023-01-07 02:34:59+00:00,:fire:,0,0,ursnakegf,101,mod is a miner,2,SC
2023-01-07 02:34:20+00:00,"tw suicide

// no way my mom jsut tried to killherslef Srs right before my birthday too... http",0,0,ursnakegf,101,mod is a miner,2,SC
2023-01-06 13:44:57+00:00,no way i built fnaf in bloxburg,0,0,ursnakegf,101,mod is a miner,2,SC
2023-01-06 13:44:28+00:00,RT @user oh he is my friend.......... http,5,0,ursnakegf,101,mod is a miner,0,SC
2023-01-06 12:58:50+00:00,@user whyre you ugly,0,0,ursnakegf,101,mod is a miner,2,SC
2023-01-06 01:52:15+00:00,@user hisses,0,0,ursnakegf,101,mod is a miner,2,SC
2023-01-06 01:50:47+00:00,@user mewo,0,0,ursnakegf,101,mod is a miner,0,SC
2023-01-06 01:46:07+00:00,okay ive figured it out http,0,0,ursnakegf,101,mod is a miner,0,SC
2023-01-06 01:44:39+00:00,MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM,0,0,ursnakegf,101,mod is a miner,0,SC
2023-01-06 01:44:30+00:00,@user the hell are you,0,0,ursnakegf,101,mod is a miner,2,SC
2023-01-06 01:43:07+00:00,im going to pull my hair out http,0,1,ursnakegf,101,mod is a miner,2,SC
2023-01-05 02:27:15+00:00,@user oops.. umm...,0,0,ursnakegf,101,mod is a miner,2,SC
2023-01-05 02:25:21+00:00,@user (explodes yyou with my mind),0,0,ursnakegf,101,mod is a miner,0,SC
2023-01-05 02:22:53+00:00,RT @user 52. # http,24,0,ursnakegf,101,mod is a miner,0,SC
2023-01-05 01:23:53+00:00,WAIT,0,0,ursnakegf,101,mod is a miner,2,SC
2023-01-05 01:23:47+00:00,fnaf x enstars,0,0,ursnakegf,101,mod is a miner,0,SC
2023-01-05 01:22:42+00:00,fufu..,0,0,ursnakegf,101,mod is a miner,2,SC
2023-01-05 01:16:32+00:00,@user um... i hope you explode,0,0,ursnakegf,101,mod is a miner,2,SC
2023-01-05 01:15:42+00:00,@user good.,0,1,ursnakegf,101,mod is a miner,0,SC
2023-01-05 01:07:35+00:00,stop i just  realized that.. niki you silly little.. http,0,1,ursnakegf,101,mod is a miner,0,SC
2023-01-06 10:25:08+00:00,"Have any of my carcinomies had to discuss their impending, planned suicide with their Oncologist? 

I tried to rais http",1,7,clairebear1877,451,United Kingdom,2,SC
2023-01-07 22:15:55+00:00,"@user The goal was onside. What a damned disgrace that was. 

Also tell me, was Collins the man of the matc http",0,0,clairebear1877,451,United Kingdom,2,SC
2023-01-07 22:13:56+00:00,@user That kick in Traores faceunfortunate  think it would be unfortunate if it was reversed?,0,1,clairebear1877,451,United Kingdom,2,SC
2023-01-07 22:13:10+00:00,@user As if thats true ,0,0,clairebear1877,451,United Kingdom,2,SC
2023-01-07 22:06:13+00:00,"@user @user No
@ITVSport team were so busy preparing their politically correct decision to make Collins ma http",0,0,clairebear1877,451,United Kingdom,2,SC
2023-01-07 22:02:49+00:00,RT @user Can someone explain to me why that @user goal is offside?,92,0,clairebear1877,451,United Kingdom,2,SC
2023-01-07 21:53:35+00:00,"@user Because it wasnt 
Mike fucking Deane
VAR 
Anfield!

To top it all Collins has just been made man of the http",0,1,clairebear1877,451,United Kingdom,2,SC
2023-01-07 21:51:15+00:00,@user why is it your commentator made it man of the match then changed it to player of the match. Theres no wo http,0,4,clairebear1877,451,United Kingdom,2,SC
2023-01-07 21:49:13+00:00,@user That kick in Traores faceunfortunate unfortunate! As if thats what theyd say if it was our player that was responsible,0,1,clairebear1877,451,United Kingdom,2,SC
