Created_at,Tweet,Retweet_count,Favourite_count,User,Followers,Location,Tweet_polarity,Category
2023-01-08 03:22:39+00:00, Im tired of living IU basketball in the past.,0,0,indyBackboards,290,"Indianapolis, IN",2,SI
2023-01-05 01:22:28+00:00,  Im a life long Cardin ,0,0,indyBackboards,290,"Indianapolis, IN",0,SI
2022-12-31 15:48:08+00:00, That is beautiful on many levels. Im lucky enough to remember him.,0,0,indyBackboards,290,"Indianapolis, IN",0,SI
2022-12-31 15:47:10+00:00,"  # in 1972, the great Robeo Clemente tragically passed away while attempting to fly aid packages to Managua. He was",238,0,indyBackboards,290,"Indianapolis, IN",1,SI
2022-12-31 15:45:16+00:00,  Finding 6 bald eagles on your front porch deserves endless retweets ,28641,0,indyBackboards,290,"Indianapolis, IN",0,SI
2022-12-29 15:29:38+00:00, Nice swing! ,0,0,indyBackboards,290,"Indianapolis, IN",0,SI
2022-12-21 02:32:42+00:00, Such as?,0,0,indyBackboards,290,"Indianapolis, IN",1,SI
2022-12-18 19:53:32+00:00,"  You can say, what a half for both halfs! Two consecutive games the Colts made NFL history.",0,0,indyBackboards,290,"Indianapolis, IN",0,SI
2022-12-14 14:02:55+00:00, 2 and 12!,0,0,indyBackboards,290,"Indianapolis, IN",0,SI
2022-12-11 21:49:25+00:00, Beautiful! What a great last season.,0,0,indyBackboards,290,"Indianapolis, IN",0,SI
2022-11-24 20:43:11+00:00, Well earned for a good man.,0,0,indyBackboards,290,"Indianapolis, IN",0,SI
2022-11-19 19:46:00+00:00, Great hair!,0,0,indyBackboards,290,"Indianapolis, IN",0,SI
2022-11-15 02:05:23+00:00, Tears for Fears.,0,0,indyBackboards,290,"Indianapolis, IN",2,SI
2022-09-05 11:37:25+00:00,  Chills ,243,0,indyBackboards,290,"Indianapolis, IN",0,SI
2022-08-17 12:16:53+00:00,Huge congrats to our leader Beth Goetz for a well-deserved honor! !,52,0,indyBackboards,290,"Indianapolis, IN",0,SI
2022-08-14 17:16:44+00:00, Damn.,0,0,indyBackboards,290,"Indianapolis, IN",2,SI
2022-08-14 17:15:46+00:00,Bobby Knight explaining why Michael Jordan is the best basketball player hes ever seen before MJ had even played in an,2028,0,indyBackboards,290,"Indianapolis, IN",0,SI
2022-08-13 18:53:02+00:00,  Hinkle Fieldhouse has been picked to host the 2024 NIT basketball championship as the historic tournament leaves Madison Squar,20,0,indyBackboards,290,"Indianapolis, IN",0,SI
2022-08-13 18:48:33+00:00,  Sweet throw!,0,1,indyBackboards,290,"Indianapolis, IN",0,SI
2023-01-08 03:04:46+00:00,im tired of living in a society im gonna sta biting people,0,2,katsukinnie,165,they/them ,2,SC
2023-01-08 03:04:17+00:00,feels so fucking bad scoob,0,0,katsukinnie,165,they/them ,2,SC
2023-01-08 02:52:23+00:00,when i read im glad my mom died during my trip and was like wow id forgotten i like books! why dont i read more ,0,2,katsukinnie,165,they/them ,1,SC
2023-01-08 02:51:24+00:00,"i was gonna play some fe3h,,, but im completely drained and unmotivated. i thought about reading a book or staing ",0,2,katsukinnie,165,they/them ,2,SC
2023-01-08 02:47:53+00:00,im sniffly as hell and it could just be rhinitis which would be completely normal. but my paranoia doesnt get that,0,1,katsukinnie,165,they/them ,2,SC
2023-01-08 02:38:02+00:00,  aa1 metal detector is still so genius for me like. the wizened game fan will be suspicious if you simply Hand them the met,10,0,katsukinnie,165,they/them ,0,SC
