Created_at,Tweet,Retweet_count,Favourite_count,User,Followers,Location,Tweet_polarity,Category
2023-01-07 19:40:05+00:00,  FUCK I look like sitting around BROKE looking sad,0,0,1DJjigsaw,1024,Atlanta,2,SC
2023-01-07 08:29:06+00:00,  Im mad I knew what this meant  ,0,0,1DJjigsaw,1024,Atlanta,2,SC
2023-01-07 08:25:52+00:00,  me telling my grandkids how the streaming era made Big KRIT have to go back and remove the samples from his best mixtapes,0,0,1DJjigsaw,1024,Atlanta,1,SC
2023-01-07 08:24:26+00:00,I dead ass think about throwing myself off the top rope when a computer crash mid way thru the night,12284,0,1DJjigsaw,1024,Atlanta,2,SC
2023-01-05 09:08:36+00:00,On the track tonight. Catch me at Vivide,0,0,1DJjigsaw,1024,Atlanta,0,SC
2023-01-05 09:05:17+00:00,Shyt I guess I needa sta promoting on here  Im that DJ that could give af less about social media cuz Im out here in these clubs,0,0,1DJjigsaw,1024,Atlanta,0,SC
2023-01-05 08:16:39+00:00,"Stop making excuses. Athletes collapsing is not normal. Ask questions. Wonder why, while its still free and legal to do such",6041,0,1DJjigsaw,1024,Atlanta,1,SC
2023-01-05 08:14:33+00:00,"At midnight in New York the ball dropped, in Georgia it hooked left haha mane Ive been a dawg nearly 30 years an ",1,0,1DJjigsaw,1024,Atlanta,0,SC
2023-01-05 07:56:48+00:00,What a mf game,0,0,1DJjigsaw,1024,Atlanta,1,SC
2023-01-04 21:35:05+00:00,Im slow af. Every Friday I smell gunsmoke in the club. Just found out its the sparklers HA,0,0,1DJjigsaw,1024,Atlanta,0,SC
2023-01-04 18:35:29+00:00,One of the wildest things I learned this year was buttons are on the right side of mens shis and vice versa with womens ,0,0,1DJjigsaw,1024,Atlanta,0,SC
2023-01-03 08:35:19+00:00,There are conditioning us into the idea that detainment is normal. ,0,0,1DJjigsaw,1024,Atlanta,2,SC
2023-01-03 08:23:59+00:00,The Chinese spot been closed for a week. We down to 8 hours ayeeeeeee,0,0,1DJjigsaw,1024,Atlanta,2,SC
2023-01-01 17:10:34+00:00,simply tired of living in a supremely ableist world,0,0,1DJjigsaw,1024,Atlanta,2,SC
2023-01-01 05:03:20+00:00,i told my dad what my mom said re: me getting covid and he made a thats why were divorced face skfbndncndb,0,0,1DJjigsaw,1024,Atlanta,2,SC
2022-12-31 06:58:32+00:00, omg i was just telling my dad how he was in that movie with bryan cranston,0,0,1DJjigsaw,1024,Atlanta,0,SC
2022-12-30 22:06:05+00:00,i love to mispronounce the word angina,0,0,1DJjigsaw,1024,Atlanta,0,SC
2022-12-30 12:04:57+00:00, Irish twins,0,0,1DJjigsaw,1024,Atlanta,0,SC
2022-12-29 08:01:29+00:00,my dad and jenny think i should go get my lungs screened/screened for long covid,0,0,1DJjigsaw,1024,Atlanta,2,SC
2023-01-08 01:45:14+00:00,my 2019 self is collapsing,0,0,91ANTIHERO,2098,behind the mall | cbyf,2,SC
2023-01-08 02:51:56+00:00,not me,0,0,91ANTIHERO,2098,behind the mall | cbyf,2,SC
2023-01-08 02:43:14+00:00,id end it all,0,0,91ANTIHERO,2098,behind the mall | cbyf,1,SC
2023-01-08 01:45:46+00:00,thats my biggest fear fr,0,0,91ANTIHERO,2098,behind the mall | cbyf,2,SC
