Created_at,Tweet,Retweet_count,Favourite_count,User,Followers,Location,Tweet_polarity,Category
2023-01-07 23:43:44+00:00, hotspurs at the top of my suicide note,0,0,1kayfiji,228,aka astra/ lotus ,2,PC
2023-01-08 02:44:02+00:00,why is he wearing a chrome hoodie,0,1,1kayfiji,228,aka astra/ lotus ,2,PC
2023-01-08 02:42:45+00:00,me sharing my favorite songs on my IG stories when nobody asked ,3970,0,1kayfiji,228,aka astra/ lotus ,0,PC
2023-01-08 02:41:31+00:00, man beat death,0,0,1kayfiji,228,aka astra/ lotus ,2,PC
2023-01-08 02:41:08+00:00, i have never seen your opps come back gracefully like ever not once,0,1,1kayfiji,228,aka astra/ lotus ,2,PC
2023-01-08 02:31:33+00:00, genuinely,0,1,1kayfiji,228,aka astra/ lotus ,1,PC
2023-01-08 02:30:01+00:00,why is it called liquid death if its just water,0,0,1kayfiji,228,aka astra/ lotus ,2,PC
2023-01-08 02:28:37+00:00, hey lonely,0,0,1kayfiji,228,aka astra/ lotus ,1,PC
2023-01-08 02:25:21+00:00,This one. I didn't think so many people would like it lol ,168,0,1kayfiji,228,aka astra/ lotus ,0,PC
2023-01-08 02:23:56+00:00,brent rambo out there stepping,2,0,1kayfiji,228,aka astra/ lotus ,1,PC
2023-01-08 02:23:33+00:00, LMFAOOOOOOO,0,1,1kayfiji,228,aka astra/ lotus ,0,PC
2023-01-08 02:21:30+00:00, there will be three black dodge chargers outside your home ,0,2,1kayfiji,228,aka astra/ lotus ,2,PC
2023-01-08 02:19:15+00:00,who the fuck is smoking the jigarette ,0,1,1kayfiji,228,aka astra/ lotus ,1,PC
2023-01-08 02:18:37+00:00, siddhi world was so hard i still cant get over it,0,1,1kayfiji,228,aka astra/ lotus ,2,PC
2023-01-08 02:07:49+00:00, i still have to play it but isnt that pa of like one of the biggest plot points in the whole story,0,0,1kayfiji,228,aka astra/ lotus ,1,PC
2023-01-08 01:11:42+00:00,hot girlsssss ,0,0,1kayfiji,228,aka astra/ lotus ,0,PC
2023-01-08 01:06:32+00:00, its crazy bc even tho im very late i can still hear his sound in the current waveyall were no ,0,0,1kayfiji,228,aka astra/ lotus ,0,PC
2023-01-08 01:05:44+00:00, yep i was born in 2007 i wasnt really concious when he was making noise,0,0,1kayfiji,228,aka astra/ lotus ,1,PC
2023-01-08 01:05:15+00:00, someone wrote that copy pasta out for another person i follow i j thought it was silly,0,0,1kayfiji,228,aka astra/ lotus ,2,PC
